2.070253849029541016e+00,-3.833237409591674805e+00,9.941807389259338379e-01,5.483006127178668976e-03,-4.310471937060356140e-03,-7.592085599899291992e-01,6.508100628852844238e-01,-1.515500247478485107e-01,1.353509277105331421e-01,2.428918331861495972e-01,3.617309331893920898e-01,-1.173466369509696960e-01,-1.525313258171081543e-01,-1.496732085943222046e-01,-1.879623383283615112e-01,-2.438673824071884155e-01,3.105170130729675293e-01,1.634877175092697144e-01,-1.858046650886535645e-01,1.777964457869529724e-02,-2.197619341313838959e-02,-1.505563110113143921e-01,-1.624238491058349609e-01,1.565444350242614746e+00,-4.724352955818176270e-01,7.940119504928588867e-01,-6.358868628740310669e-02,3.117397427558898926e-01,4.329932630062103271e-01,-7.919793576002120972e-02,-1.468070268630981445e+00,3.649848699569702148e-02,6.992624998092651367e-01,-1.863056123256683350e-01,2.767235040664672852e-01,-2.192305624485015869e-01
2.070111274719238281e+00,-3.834604501724243164e+00,9.879885315895080566e-01,2.931788563728332520e-03,-5.602280143648386002e-03,-7.617889642715454102e-01,6.477944254875183105e-01,-2.643010318279266357e-01,1.662122011184692383e-01,1.855691075325012207e-01,5.659770965576171875e-01,-1.231691315770149231e-01,-3.128579556941986084e-01,-2.886722683906555176e-01,-2.004516720771789551e-01,-1.143278852105140686e-01,5.254002809524536133e-01,1.837530434131622314e-01,-3.370040357112884521e-01,2.152047678828239441e-02,-2.051353268325328827e-02,-1.442651599645614624e-01,-1.676777452230453491e-01,1.565786957740783691e+00,-4.829902946949005127e-01,1.067310094833374023e+00,-3.413926362991333008e-01,5.703707039356231689e-02,7.131204009056091309e-01,-1.121950075030326843e-01,-1.465719461441040039e+00,7.109855860471725464e-02,9.488331079483032227e-01,-1.981168091297149658e-01,1.394930630922317505e-01,-4.436476528644561768e-01
2.070335149765014648e+00,-3.833908557891845703e+00,9.872521162033081055e-01,3.330799750983715057e-03,-4.120581783354282379e-03,-7.624344825744628906e-01,6.470437645912170410e-01,-2.867124378681182861e-01,1.701010614633560181e-01,1.716551631689071655e-01,5.924890637397766113e-01,-1.238690167665481567e-01,-3.263001143932342529e-01,-3.102311789989471436e-01,-1.985779404640197754e-01,-9.785594791173934937e-02,5.484881401062011719e-01,1.846347153186798096e-01,-3.481015861034393311e-01,2.139382436871528625e-02,-1.947755739092826843e-02,-1.450200527906417847e-01,-1.645742952823638916e-01,1.568520665168762207e+00,-4.807482659816741943e-01,1.071681618690490723e+00,-3.413915038108825684e-01,5.496266484260559082e-02,7.119972109794616699e-01,-1.168968901038169861e-01,-1.464734077453613281e+00,7.310741394758224487e-02,9.534353613853454590e-01,-1.993386447429656982e-01,1.363626718521118164e-01,-4.413384497165679932e-01
2.070510149002075195e+00,-3.833411931991577148e+00,9.879225492477416992e-01,3.546568797901272774e-03,-3.025954589247703552e-03,-7.629541754722595215e-01,6.464357376098632812e-01,-2.846561372280120850e-01,1.707603633403778076e-01,1.745042800903320312e-01,5.852535367012023926e-01,-1.233848482370376587e-01,-3.227335810661315918e-01,-3.064275383949279785e-01,-1.958043128252029419e-01,-1.003352180123329163e-01,5.382798314094543457e-01,1.835401207208633423e-01,-3.428696095943450928e-01,2.116709947586059570e-02,-1.871021464467048645e-02,-1.452440172433853149e-01,-1.589030027389526367e-01,1.569270372390747070e+00,-4.735474586486816406e-01,1.071833729743957520e+00,-3.397793471813201904e-01,5.479085072875022888e-02,7.150577306747436523e-01,-1.206563636660575867e-01,-1.462682962417602539e+00,7.327870279550552368e-02,9.556180238723754883e-01,-1.995224654674530029e-01,1.351799219846725464e-01,-4.408476352691650391e-01
2.070609807968139648e+00,-3.832919359207153320e+00,9.885225296020507812e-01,3.884043777361512184e-03,-2.048380905762314796e-03,-7.633597850799560547e-01,6.459586620330810547e-01,-2.841917574405670166e-01,1.711962521076202393e-01,1.758406758308410645e-01,5.802018046379089355e-01,-1.232583597302436829e-01,-3.203832209110260010e-01,-3.046879172325134277e-01,-1.934553235769271851e-01,-1.011671423912048340e-01,5.309770703315734863e-01,1.830016374588012695e-01,-3.391403853893280029e-01,2.073422074317932129e-02,-1.821456663310527802e-02,-1.457329839468002319e-01,-1.528963595628738403e-01,1.568907618522644043e+00,-4.654849767684936523e-01,1.068841814994812012e+00,-3.389304876327514648e-01,5.369259044528007507e-02,7.196547985076904297e-01,-1.212775930762290955e-01,-1.460207223892211914e+00,7.117426395416259766e-02,9.546062946319580078e-01,-1.976993232965469360e-01,1.335332989692687988e-01,-4.437322020530700684e-01
2.070631980895996094e+00,-3.832451820373535156e+00,9.891121983528137207e-01,4.313513170927762985e-03,-1.172940479591488838e-03,-7.636275291442871094e-01,6.456415653228759766e-01,-2.835910618305206299e-01,1.712893098592758179e-01,1.769635230302810669e-01,5.748644471168518066e-01,-1.231539472937583923e-01,-3.179505467414855957e-01,-3.033259510993957520e-01,-1.914517432451248169e-01,-1.019150093197822571e-01,5.244012475013732910e-01,1.825363934040069580e-01,-3.358696997165679932e-01,2.008853293955326080e-02,-1.797785796225070953e-02,-1.465115696191787720e-01,-1.465202569961547852e-01,1.567929387092590332e+00,-4.563157260417938232e-01,1.064171314239501953e+00,-3.359976708889007568e-01,5.351389944553375244e-02,7.238575816154479980e-01,-1.193420365452766418e-01,-1.457558274269104004e+00,6.721372902393341064e-02,9.518417119979858398e-01,-1.977823376655578613e-01,1.322691291570663452e-01,-4.455017447471618652e-01
2.070593118667602539e+00,-3.832021951675415039e+00,9.896759390830993652e-01,4.813139326870441437e-03,-3.841773432213813066e-04,-7.637565135955810547e-01,6.454863548278808594e-01,-2.828233540058135986e-01,1.710706502199172974e-01,1.778384149074554443e-01,5.692296624183654785e-01,-1.230772733688354492e-01,-3.153966665267944336e-01,-3.021240532398223877e-01,-1.897964030504226685e-01,-1.028957217931747437e-01,5.183446407318115234e-01,1.821136772632598877e-01,-3.329298198223114014e-01,1.914386264979839325e-02,-1.785855181515216827e-02,-1.476047635078430176e-01,-1.405487358570098877e-01,1.566942214965820312e+00,-4.493567347526550293e-01,1.059911131858825684e+00,-3.320604264736175537e-01,5.242969840764999390e-02,7.273894548416137695e-01,-1.156742572784423828e-01,-1.455049633979797363e+00,6.281729787588119507e-02,9.487701058387756348e-01,-1.965869069099426270e-01,1.320400685071945190e-01,-4.481666982173919678e-01
2.070516824722290039e+00,-3.831642627716064453e+00,9.902156591415405273e-01,5.357773043215274811e-03,3.683966933749616146e-04,-7.637655138969421387e-01,6.454714536666870117e-01,-2.820456326007843018e-01,1.706586629152297974e-01,1.783894598484039307e-01,5.634837746620178223e-01,-1.230279058218002319e-01,-3.127901852130889893e-01,-3.008962571620941162e-01,-1.884159743785858154e-01,-1.043967679142951965e-01,5.125276446342468262e-01,1.816901266574859619e-01,-3.301805257797241211e-01,1.768478006124496460e-02,-1.750711165368556976e-02,-1.490255892276763916e-01,-1.343134343624114990e-01,1.565896153450012207e+00,-4.431861042976379395e-01,1.056349039077758789e+00,-3.288725316524505615e-01,5.047554150223731995e-02,7.299226522445678711e-01,-1.122241243720054626e-01,-1.452587008476257324e+00,5.716489627957344055e-02,9.460685253143310547e-01,-1.962780952453613281e-01,1.331558078527450562e-01,-4.502994418144226074e-01
2.070422649383544922e+00,-3.831316471099853516e+00,9.907776713371276855e-01,5.908191669732332230e-03,1.102245994843542576e-03,-7.636673450469970703e-01,6.455819606781005859e-01,-2.810246646404266357e-01,1.701512336730957031e-01,1.789455711841583252e-01,5.573813915252685547e-01,-1.229300945997238159e-01,-3.100044727325439453e-01,-2.992254197597503662e-01,-1.872519254684448242e-01,-1.066063344478607178e-01,5.064025521278381348e-01,1.812339723110198975e-01,-3.273553252220153809e-01,1.585528627038002014e-02,-1.688588783144950867e-02,-1.507165879011154175e-01,-1.297697275876998901e-01,1.564245104789733887e+00,-4.381506741046905518e-01,1.053581953048706055e+00,-3.259135484695434570e-01,4.878178983926773071e-02,7.310562133789062500e-01,-1.106728166341781616e-01,-1.449906468391418457e+00,5.007744953036308289e-02,9.446101188659667969e-01,-1.983503103256225586e-01,1.352830678224563599e-01,-4.494830965995788574e-01
2.070320129394531250e+00,-3.831053495407104492e+00,9.914147257804870605e-01,6.473644170910120010e-03,1.825405284762382507e-03,-7.634860277175903320e-01,6.457893252372741699e-01,-2.793653011322021484e-01,1.694733202457427979e-01,1.797664165496826172e-01,5.503402948379516602e-01,-1.227955520153045654e-01,-3.067878484725952148e-01,-2.967424094676971436e-01,-1.861185580492019653e-01,-1.095930710434913635e-01,4.993497133255004883e-01,1.808831989765167236e-01,-3.241802453994750977e-01,1.399014890193939209e-02,-1.611300930380821228e-02,-1.526613235473632812e-01,-1.270522475242614746e-01,1.562070488929748535e+00,-4.337303042411804199e-01,1.050711274147033691e+00,-3.226947784423828125e-01,4.834586381912231445e-02,7.297192811965942383e-01,-1.119952425360679626e-01,-1.448075413703918457e+00,4.659554734826087952e-02,9.458440542221069336e-01,-1.967010200023651123e-01,1.364914923906326294e-01,-4.465813040733337402e-01
